"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2016-06-20","103.94","104.34","104.86","103.78","","-0.17%"
"2016-06-17","104.12","104.28","104.84","104.09","","-0.12%"
"2016-06-16","104.25","106.00","106.03","103.58","","-1.67%"
"2016-06-15","106.02","106.11","106.39","105.47","","-0.08%"
"2016-06-14","106.11","106.27","106.42","105.61","","-0.13%"
"2016-06-13","106.25","106.92","106.92","105.73","","-0.68%"
"2016-06-10","106.98","107.08","107.28","106.56","","-0.10%"
"2016-06-09","107.09","106.97","107.19","106.25","","0.10%"
"2016-06-08","106.98","107.34","107.39","106.58","","-0.35%"
"2016-06-07","107.36","107.58","107.92","107.17","","-0.19%"
"2016-06-06","107.56","106.44","107.66","106.36","","0.97%"
"2016-06-03","106.53","108.88","109.14","106.50","","-2.14%"
"2016-06-02","108.86","109.53","109.59","108.50","","-0.61%"
"2016-06-01","109.53","110.69","110.83","109.05","","-1.07%"
"2016-05-31","110.71","111.13","111.37","110.51","","-0.38%"
"2016-05-30","111.13","110.42","111.45","110.31","","0.82%"
"2016-05-27","110.23","109.77","110.47","109.47","","0.42%"
"2016-05-26","109.77","110.19","110.25","109.39","","-0.38%"
"2016-05-25","110.19","110.00","110.47","109.86","","0.18%"
"2016-05-24","109.99","109.23","110.12","109.15","","0.70%"
"2016-05-23","109.23","110.09","110.25","109.09","","-0.84%"
"2016-05-20","110.15","109.96","110.59","109.84","","0.16%"
"2016-05-19","109.97","110.19","110.39","109.69","","-0.20%"
"2016-05-18","110.19","109.14","110.27","108.72","","0.96%"
"2016-05-17","109.14","109.03","109.66","108.83","","0.10%"
"2016-05-16","109.03","108.56","109.11","108.44","","0.39%"
"2016-05-13","108.61","109.02","109.50","108.52","","-0.39%"
"2016-05-12","109.03","108.42","109.41","108.22","","0.56%"
"2016-05-11","108.42","109.27","109.39","108.36","","-0.78%"
"2016-05-10","109.27","108.34","109.36","108.25","","0.87%"
"2016-05-09","108.33","107.11","108.61","107.02","","1.13%"
"2016-05-06","107.12","107.28","107.44","106.45","","-0.12%"
"2016-05-05","107.25","107.00","107.50","106.80","","0.21%"
"2016-05-04","107.02","106.61","107.47","106.25","","0.38%"
"2016-05-03","106.61","106.42","106.69","105.53","","0.18%"
"2016-05-02","106.42","106.29","106.83","106.16","","0.06%"
"2016-04-29","106.36","108.11","108.20","106.28","","-1.62%"
"2016-04-28","108.11","111.50","111.92","107.88","","-3.01%"
"2016-04-27","111.47","111.31","111.77","111.02","","0.14%"
"2016-04-26","111.31","111.20","111.48","110.66","","0.10%"
"2016-04-25","111.20","111.56","111.92","110.83","","-0.53%"
"2016-04-22","111.79","109.46","111.82","109.25","","2.14%"
"2016-04-21","109.45","109.88","109.91","109.31","","-0.36%"
"2016-04-20","109.84","109.20","109.89","108.75","","0.59%"
"2016-04-19","109.20","108.83","109.52","108.76","","0.34%"
"2016-04-18","108.83","108.23","109.00","107.83","","0.06%"
"2016-04-15","108.77","109.41","109.77","108.61","","-0.58%"
"2016-04-14","109.40","109.36","109.57","108.91","","0.05%"
"2016-04-13","109.34","108.53","109.41","108.48","","0.73%"
"2016-04-12","108.55","107.93","108.80","107.84","","0.57%"
"2016-04-11","107.94","108.05","108.44","107.61","","-0.11%"
"2016-04-08","108.06","108.20","109.11","108.01","","-0.15%"
"2016-04-07","108.22","109.78","109.86","107.67","","-1.44%"
"2016-04-06","109.80","110.32","110.64","109.31","","-0.48%"
"2016-04-05","110.33","111.32","111.36","109.94","","-0.90%"
"2016-04-04","111.33","111.68","111.81","111.06","","-0.30%"
"2016-04-01","111.67","112.56","112.59","111.56","","-0.81%"
"2016-03-31","112.58","112.39","112.67","112.08","","0.14%"
"2016-03-30","112.42","112.69","112.81","111.99","","-0.24%"
"2016-03-29","112.69","113.42","113.81","112.58","","-0.67%"
"2016-03-28","113.45","113.08","113.70","113.03","","0.34%"
"2016-03-25","113.07","112.91","113.33","112.73","","0.14%"
"2016-03-24","112.91","112.37","113.02","112.27","","0.47%"
"2016-03-23","112.38","112.36","112.93","112.12","","0.00%"
"2016-03-22","112.38","111.94","112.50","111.36","","0.39%"
"2016-03-21","111.94","111.43","111.98","111.20","","0.33%"
"2016-03-18","111.57","111.38","111.77","110.80","","0.16%"
"2016-03-17","111.39","112.53","112.97","110.65","","-1.07%"
"2016-03-16","112.59","113.14","113.83","112.31","","-0.53%"
"2016-03-15","113.19","113.81","113.94","112.61","","-0.56%"
"2016-03-14","113.83","113.82","114.02","113.48","","0.02%"
"2016-03-11","113.81","113.18","113.92","112.76","","0.55%"
"2016-03-10","113.19","113.34","114.45","112.61","","-0.13%"
"2016-03-09","113.34","112.62","113.48","112.20","","0.65%"
"2016-03-08","112.61","113.45","113.52","112.41","","-0.76%"
"2016-03-07","113.47","113.78","114.09","113.20","","-0.25%"
"2016-03-04","113.76","113.68","114.26","113.15","","0.06%"
"2016-03-03","113.69","113.48","114.28","113.28","","0.19%"
"2016-03-02","113.48","114.00","114.58","113.19","","-0.46%"
"2016-03-01","114.01","112.67","114.21","112.14","","1.17%"
"2016-02-29","112.69","113.84","114.01","112.62","","-1.15%"
"2016-02-26","114.00","112.98","114.00","112.54","","0.88%"
"2016-02-25","113.00","112.17","113.03","111.87","","0.72%"
"2016-02-24","112.19","112.09","112.28","111.04","","0.07%"
"2016-02-23","112.11","112.88","113.06","111.75","","-0.72%"
"2016-02-22","112.92","112.61","113.39","112.34","","0.31%"
"2016-02-19","112.57","113.23","113.40","112.28","","-0.60%"
"2016-02-18","113.25","114.09","114.33","113.11","","-0.75%"
"2016-02-17","114.11","114.06","114.52","113.35","","0.03%"
"2016-02-16","114.08","114.57","114.89","113.57","","-0.44%"
"2016-02-15","114.58","113.20","114.72","113.04","","1.20%"
"2016-02-12","113.22","112.40","113.55","111.72","","0.71%"
"2016-02-11","112.42","113.31","113.59","110.98","","-0.81%"
"2016-02-10","113.34","115.12","115.28","113.12","","-1.54%"
"2016-02-09","115.11","115.84","115.86","114.22","","-0.63%"
"2016-02-08","115.84","116.88","117.53","115.17","","-0.91%"
"2016-02-05","116.90","116.77","117.42","116.42","","0.11%"
"2016-02-04","116.77","117.88","118.25","116.50","","-0.98%"
"2016-02-03","117.92","119.94","120.06","117.03","","-1.71%"
"2016-02-02","119.97","120.98","121.06","119.82","","-0.83%"
"2016-02-01","120.98","121.10","121.48","120.66","","-0.07%"
"2016-01-29","121.06","118.80","121.70","118.48","","1.88%"
"2016-01-28","118.83","118.67","119.00","118.39","","0.13%"
"2016-01-27","118.67","118.41","119.08","118.01","","0.21%"
"2016-01-26","118.42","118.29","118.62","117.63","","0.10%"
"2016-01-25","118.30","118.50","118.86","118.16","","-0.40%"
"2016-01-22","118.78","117.70","118.89","117.52","","0.92%"
"2016-01-21","117.70","116.92","117.83","116.45","","0.65%"
"2016-01-20","116.94","117.61","117.69","115.96","","-0.60%"
"2016-01-19","117.64","117.31","118.13","117.23","","0.26%"
"2016-01-18","117.34","116.88","117.47","116.55","","0.24%"
"2016-01-15","117.06","118.02","118.28","116.49","","-0.84%"
"2016-01-14","118.05","117.66","118.28","117.27","","0.31%"
"2016-01-13","117.69","117.64","118.39","117.61","","0.04%"
"2016-01-12","117.64","117.73","118.08","117.20","","-0.11%"
"2016-01-11","117.77","117.43","118.03","116.68","","0.27%"
"2016-01-08","117.45","117.66","118.77","117.42","","-0.20%"
"2016-01-07","117.68","118.46","118.77","117.30","","-0.67%"
"2016-01-06","118.47","119.05","119.17","118.22","","-0.50%"
"2016-01-05","119.06","119.41","119.71","118.77","","-0.32%"
"2016-01-04","119.44","120.27","120.47","118.68","","-0.74%"
"2016-01-01","120.33","120.27","120.33","120.27","","0.01%"
"2015-12-31","120.32","120.49","120.60","119.98","","-0.17%"
"2015-12-30","120.52","120.46","120.67","120.32","","0.04%"
"2015-12-29","120.47","120.38","120.50","120.20","","0.05%"
"2015-12-28","120.41","120.22","120.66","120.15","","-0.01%"
"2015-12-25","120.42","120.46","120.48","120.02","","-0.02%"
"2015-12-24","120.44","120.90","121.00","120.22","","-0.41%"
"2015-12-23","120.93","121.06","121.14","120.78","","-0.12%"
"2015-12-22","121.08","121.16","121.33","120.70","","-0.09%"
"2015-12-21","121.19","121.21","121.55","120.83","","-0.02%"
"2015-12-18","121.22","122.55","123.60","121.04","","-1.09%"
"2015-12-17","122.56","122.19","122.88","122.17","","0.28%"
"2015-12-16","122.22","121.65","122.42","121.41","","0.44%"
"2015-12-15","121.68","121.02","121.82","120.55","","0.54%"
"2015-12-14","121.03","120.96","121.36","120.32","","0.14%"
"2015-12-11","120.86","121.58","122.22","120.57","","-0.61%"
"2015-12-10","121.60","121.45","121.89","121.23","","0.13%"
"2015-12-09","121.44","122.92","123.06","121.05","","-1.20%"
"2015-12-08","122.92","123.36","123.42","122.69","","-0.37%"
"2015-12-07","123.38","123.20","123.47","123.12","","0.17%"
"2015-12-04","123.17","122.57","123.38","122.44","","0.46%"
"2015-12-03","122.61","123.24","123.58","122.27","","-0.52%"
"2015-12-02","123.25","122.87","123.67","122.80","","0.31%"
"2015-12-01","122.87","123.08","123.29","122.62","","-0.19%"
"2015-11-30","123.10","122.79","123.36","122.66","","0.21%"
"2015-11-27","122.84","122.60","122.89","122.28","","0.18%"
"2015-11-26","122.62","122.68","122.75","122.47","","-0.08%"
"2015-11-25","122.72","122.51","122.95","122.23","","0.16%"
"2015-11-24","122.53","122.83","122.97","122.29","","-0.25%"
"2015-11-23","122.84","122.77","123.28","122.73","","-0.06%"
"2015-11-20","122.91","122.85","123.07","122.70","","0.04%"
"2015-11-19","122.86","123.62","123.64","122.60","","-0.63%"
"2015-11-18","123.64","123.43","123.69","123.19","","0.15%"
"2015-11-17","123.45","123.17","123.50","123.14","","0.23%"
"2015-11-16","123.17","122.32","123.30","122.20","","0.43%"
"2015-11-13","122.64","122.59","123.00","122.43","","0.02%"
"2015-11-12","122.61","122.85","123.09","122.53","","-0.19%"
"2015-11-11","122.84","123.16","123.25","122.73","","-0.24%"
"2015-11-10","123.14","123.17","123.45","123.00","","-0.04%"
"2015-11-09","123.19","123.14","123.61","122.95","","0.02%"
"2015-11-06","123.16","121.74","123.29","121.60","","1.16%"
"2015-11-05","121.75","121.56","122.01","121.35","","0.16%"
"2015-11-04","121.56","121.06","121.73","120.98","","0.41%"
"2015-11-03","121.06","120.73","121.23","120.57","","0.26%"
"2015-11-02","120.75","120.63","120.81","120.24","","0.11%"
"2015-10-30","120.62","121.12","121.47","120.26","","-0.42%"
"2015-10-29","121.13","121.08","121.19","120.56","","0.03%"
"2015-10-28","121.09","120.44","121.28","120.23","","0.52%"
"2015-10-27","120.46","121.10","121.11","120.14","","-0.52%"
"2015-10-26","121.09","121.41","121.53","120.59","","-0.31%"
"2015-10-23","121.47","120.69","121.50","120.21","","0.65%"
"2015-10-22","120.69","119.90","120.79","119.59","","0.62%"
"2015-10-21","119.95","119.83","120.11","119.73","","0.09%"
"2015-10-20","119.84","119.47","119.98","119.38","","0.28%"
"2015-10-19","119.50","119.47","119.58","119.12","","0.05%"
"2015-10-16","119.44","118.88","119.69","118.80","","0.46%"
"2015-10-15","118.89","118.81","119.18","118.04","","0.05%"
"2015-10-14","118.83","119.73","119.81","118.62","","-0.77%"
"2015-10-13","119.75","120.04","120.08","119.53","","-0.23%"
"2015-10-12","120.03","120.24","120.28","119.86","","-0.21%"
"2015-10-09","120.28","119.93","120.38","119.82","","0.28%"
"2015-10-08","119.94","120.00","120.12","119.60","","-0.07%"
"2015-10-07","120.02","120.20","120.36","119.72","","-0.19%"
"2015-10-06","120.25","120.46","120.58","120.08","","-0.17%"
"2015-10-05","120.46","119.97","120.56","119.85","","0.46%"
"2015-10-02","119.91","119.92","120.42","118.67","","-0.03%"
"2015-10-01","119.94","119.85","120.30","119.48","","0.07%"
"2015-09-30","119.86","119.72","120.38","119.54","","0.11%"
"2015-09-29","119.73","119.91","120.17","119.22","","-0.16%"
"2015-09-28","119.92","120.51","120.59","119.67","","-0.55%"
"2015-09-25","120.58","120.06","121.26","119.99","","0.42%"
"2015-09-24","120.08","120.25","120.41","119.21","","-0.18%"
"2015-09-23","120.30","120.12","120.56","119.61","","0.12%"
"2015-09-22","120.15","120.56","120.64","119.68","","-0.33%"
"2015-09-21","120.55","119.79","120.67","119.71","","0.46%"
"2015-09-18","120.00","119.98","120.30","119.03","","0.00%"
"2015-09-17","120.00","120.54","121.02","119.77","","-0.46%"
"2015-09-16","120.56","120.40","120.73","120.08","","0.10%"
"2015-09-15","120.44","120.23","120.67","119.38","","0.17%"
"2015-09-14","120.23","120.58","120.84","119.83","","-0.29%"
"2015-09-11","120.58","120.60","120.99","120.34","","-0.02%"
"2015-09-10","120.61","120.51","121.34","119.95","","0.08%"
"2015-09-09","120.51","119.81","121.22","119.78","","0.58%"
"2015-09-08","119.81","119.27","120.23","118.83","","0.44%"
"2015-09-07","119.28","118.65","119.58","118.65","","0.24%"
"2015-09-04","119.00","120.05","120.19","118.75","","-0.90%"
"2015-09-03","120.08","120.32","120.70","119.62","","-0.21%"
"2015-09-02","120.33","119.37","120.47","119.20","","0.80%"
"2015-09-01","119.38","121.20","121.28","119.26","","-1.52%"
"2015-08-31","121.22","121.65","121.75","120.86","","-0.41%"
"2015-08-28","121.72","121.00","121.73","120.63","","0.57%"
"2015-08-27","121.03","119.90","121.39","119.77","","0.93%"
"2015-08-26","119.92","118.84","120.03","118.43","","0.87%"
"2015-08-25","118.88","118.39","120.41","118.23","","0.39%"
"2015-08-24","118.42","121.68","122.04","116.46","","-2.96%"
"2015-08-21","122.03","123.40","123.50","121.80","","-1.12%"
"2015-08-20","123.41","123.78","124.17","123.31","","-0.32%"
"2015-08-19","123.81","124.39","124.50","123.68","","-0.48%"
"2015-08-18","124.41","124.37","124.53","124.16","","0.02%"
"2015-08-17","124.39","124.39","124.58","124.19","","0.06%"
"2015-08-14","124.31","124.40","124.56","124.02","","-0.09%"
"2015-08-13","124.42","124.18","124.64","124.06","","0.17%"
"2015-08-12","124.21","125.10","125.29","123.77","","-0.74%"
"2015-08-11","125.13","124.61","125.23","124.49","","0.40%"
"2015-08-10","124.63","124.13","124.80","124.12","","0.33%"
"2015-08-07","124.22","124.74","125.08","124.08","","-0.42%"
"2015-08-06","124.74","124.85","124.97","124.52","","-0.13%"
"2015-08-05","124.90","124.38","125.03","123.99","","0.41%"
"2015-08-04","124.39","124.00","124.41","123.77","","0.29%"
"2015-08-03","124.03","124.00","124.30","123.83","","0.07%"
"2015-07-31","123.94","124.15","124.39","123.50","","-0.16%"
"2015-07-30","124.14","123.93","124.58","123.85","","0.16%"
"2015-07-29","123.94","123.56","124.03","123.30","","0.31%"
"2015-07-28","123.56","123.25","123.81","123.04","","0.25%"
"2015-07-27","123.25","123.71","123.86","122.98","","-0.46%"
"2015-07-24","123.82","123.90","124.12","123.57","","-0.08%"
"2015-07-23","123.92","123.94","124.20","123.65","","-0.04%"
"2015-07-22","123.97","123.85","124.17","123.54","","0.06%"
"2015-07-21","123.89","124.26","124.50","123.73","","-0.31%"
"2015-07-20","124.27","124.06","124.39","123.96","","0.15%"
"2015-07-17","124.08","124.15","124.23","123.89","","-0.06%"
"2015-07-16","124.16","123.76","124.19","123.71","","0.31%"
"2015-07-15","123.78","123.36","123.99","123.23","","0.32%"
"2015-07-14","123.38","123.42","123.75","122.91","","-0.05%"
"2015-07-13","123.44","122.00","123.55","122.00","","0.56%"
"2015-07-10","122.75","121.33","122.89","121.25","","1.16%"
"2015-07-09","121.34","120.71","121.58","120.44","","0.53%"
"2015-07-08","120.70","122.52","122.58","120.38","","-1.51%"
"2015-07-07","122.55","122.56","122.89","121.98","","-0.02%"
"2015-07-06","122.58","122.05","122.94","121.72","","-0.19%"
"2015-07-03","122.81","123.03","123.20","122.57","","-0.20%"
"2015-07-02","123.06","123.16","123.75","122.94","","-0.09%"
"2015-07-01","123.17","122.46","123.25","122.33","","0.55%"
"2015-06-30","122.50","122.53","122.73","121.92","","-0.03%"
"2015-06-29","122.54","122.70","123.20","122.10","","-1.07%"
"2015-06-26","123.86","123.60","123.98","123.20","","0.19%"
"2015-06-25","123.62","123.84","123.97","123.30","","-0.19%"
"2015-06-24","123.85","123.93","124.38","123.69","","-0.08%"
"2015-06-23","123.95","123.35","124.19","123.32","","0.46%"
"2015-06-22","123.38","122.81","123.44","122.54","","0.58%"
"2015-06-19","122.67","122.95","123.25","122.53","","-0.24%"
"2015-06-18","122.97","123.42","123.61","122.46","","-0.38%"
"2015-06-17","123.44","123.34","124.45","123.19","","0.06%"
"2015-06-16","123.36","123.41","123.79","123.27","","-0.05%"
"2015-06-15","123.42","123.34","123.67","123.10","","0.02%"
"2015-06-12","123.39","123.39","123.83","123.11","","-0.02%"
"2015-06-11","123.42","122.67","124.15","122.60","","0.61%"
"2015-06-10","122.67","124.32","124.64","122.43","","-1.34%"
"2015-06-09","124.34","124.46","124.75","123.84","","-0.11%"
"2015-06-08","124.48","125.58","125.69","124.28","","-0.91%"
"2015-06-05","125.62","124.35","125.86","124.32","","1.00%"
"2015-06-04","124.38","124.24","124.69","123.76","","0.10%"
"2015-06-03","124.25","124.11","124.69","123.77","","0.11%"
"2015-06-02","124.11","124.76","125.06","123.74","","-0.54%"
"2015-06-01","124.78","124.10","124.93","123.85","","0.52%"
"2015-05-29","124.14","123.95","124.22","123.58","","0.15%"
"2015-05-28","123.95","123.61","124.47","123.47","","0.23%"
"2015-05-27","123.67","123.05","124.08","122.76","","0.45%"
"2015-05-26","123.11","121.55","123.34","121.48","","1.28%"
"2015-05-25","121.56","121.48","121.78","121.42","","0.01%"
"2015-05-22","121.55","121.02","121.58","120.61","","0.42%"
"2015-05-21","121.04","121.31","121.40","120.82","","-0.26%"
"2015-05-20","121.36","120.68","121.48","120.56","","0.56%"
"2015-05-19","120.69","119.98","120.73","119.80","","0.58%"
"2015-05-18","119.99","119.25","120.04","119.22","","0.59%"
"2015-05-15","119.29","119.13","119.95","119.13","","0.10%"
"2015-05-14","119.17","119.15","119.38","118.86","","0.01%"
"2015-05-13","119.16","119.86","119.99","119.01","","-0.58%"
"2015-05-12","119.86","120.07","120.28","119.76","","-0.18%"
"2015-05-11","120.08","119.65","120.17","119.43","","0.23%"
"2015-05-08","119.81","119.72","120.25","119.58","","0.07%"
"2015-05-07","119.73","119.43","119.86","119.03","","0.22%"
"2015-05-06","119.47","119.84","120.08","119.18","","-0.32%"
"2015-05-05","119.85","120.10","120.54","119.71","","-0.24%"
"2015-05-04","120.14","120.15","120.31","119.97","","-0.02%"
"2015-05-01","120.17","119.37","120.30","119.34","","0.68%"
"2015-04-30","119.36","118.98","119.92","118.47","","0.27%"
"2015-04-29","119.04","118.82","119.38","118.58","","0.15%"
"2015-04-28","118.86","119.00","119.22","118.75","","-0.15%"
"2015-04-27","119.04","118.98","119.44","118.75","","0.05%"
"2015-04-24","118.98","119.58","119.67","118.80","","-0.50%"
"2015-04-23","119.58","119.91","120.11","119.40","","-0.28%"
"2015-04-22","119.92","119.65","119.97","119.32","","0.21%"
"2015-04-21","119.67","119.14","119.83","119.14","","0.39%"
"2015-04-20","119.20","118.80","119.45","118.51","","0.24%"
"2015-04-17","118.92","118.99","119.28","118.54","","-0.08%"
"2015-04-16","119.01","119.15","119.49","118.77","","-0.12%"
"2015-04-15","119.15","119.39","119.76","118.76","","-0.20%"
"2015-04-14","119.39","120.10","120.19","119.04","","-0.62%"
"2015-04-13","120.14","120.19","120.88","119.74","","-0.07%"
"2015-04-10","120.22","120.59","120.64","120.03","","-0.31%"
"2015-04-09","120.59","120.12","120.76","119.83","","0.37%"
"2015-04-08","120.14","120.24","120.36","119.62","","-0.12%"
"2015-04-07","120.28","119.52","120.45","119.41","","0.63%"
"2015-04-06","119.53","118.93","119.69","118.77","","0.47%"
"2015-04-03","118.97","119.71","119.80","118.69","","-0.63%"
"2015-04-02","119.72","119.76","119.91","119.42","","-0.04%"
"2015-04-01","119.77","120.10","120.34","119.40","","-0.31%"
"2015-03-31","120.14","120.06","120.38","119.76","","0.05%"
"2015-03-30","120.08","119.12","120.23","119.09","","0.79%"
"2015-03-27","119.14","119.18","119.53","118.91","","-0.05%"
"2015-03-26","119.20","119.48","119.59","118.30","","-0.25%"
"2015-03-25","119.50","119.75","119.85","119.22","","-0.21%"
"2015-03-24","119.75","119.71","120.00","119.21","","0.02%"
"2015-03-23","119.73","120.05","120.17","119.57","","-0.25%"
"2015-03-20","120.03","120.79","121.20","119.88","","-0.64%"
"2015-03-19","120.80","120.09","121.05","119.66","","0.57%"
"2015-03-18","120.11","121.36","121.42","119.38","","-1.03%"
"2015-03-17","121.36","121.32","121.53","121.09","","0.02%"
"2015-03-16","121.33","121.37","121.50","121.07","","-0.05%"
"2015-03-13","121.39","121.27","121.58","121.11","","0.07%"
"2015-03-12","121.30","121.42","121.69","120.67","","-0.12%"
"2015-03-11","121.45","121.11","121.63","120.85","","0.26%"
"2015-03-10","121.14","121.15","122.03","120.91","","-0.02%"
"2015-03-09","121.16","120.80","121.42","120.58","","0.26%"
"2015-03-06","120.84","120.12","121.29","119.88","","0.57%"
"2015-03-05","120.15","119.65","120.41","119.60","","0.39%"
"2015-03-04","119.68","119.72","119.85","119.45","","-0.04%"
"2015-03-03","119.73","120.12","120.27","119.35","","-0.33%"
"2015-03-02","120.13","119.55","120.19","119.55","","0.49%"
"2015-02-27","119.54","119.41","119.82","119.09","","0.10%"
"2015-02-26","119.42","118.86","119.51","118.65","","0.47%"
"2015-02-25","118.86","118.96","119.08","118.59","","-0.10%"
"2015-02-24","118.98","118.81","119.84","118.74","","0.14%"
"2015-02-23","118.81","119.00","119.36","118.71","","-0.18%"
"2015-02-20","119.03","118.93","119.20","118.27","","0.08%"
"2015-02-19","118.94","118.78","119.19","118.45","","0.13%"
"2015-02-18","118.79","119.25","119.42","118.52","","-0.39%"
"2015-02-17","119.25","118.46","119.44","118.21","","0.65%"
"2015-02-16","118.48","118.74","118.87","118.16","","-0.23%"
"2015-02-13","118.75","119.10","119.22","118.40","","-0.30%"
"2015-02-12","119.11","120.45","120.47","118.49","","-1.13%"
"2015-02-11","120.47","119.41","120.50","119.26","","0.87%"
"2015-02-10","119.43","118.61","119.63","118.37","","0.67%"
"2015-02-09","118.64","119.16","119.20","118.31","","-0.29%"
"2015-02-06","118.98","117.51","119.24","117.16","","1.23%"
"2015-02-05","117.53","117.24","117.61","116.99","","0.21%"
"2015-02-04","117.28","117.55","118.00","117.05","","-0.25%"
"2015-02-03","117.57","117.60","117.76","116.86","","-0.02%"
"2015-02-02","117.59","117.45","117.88","116.65","","0.12%"
"2015-01-30","117.45","118.29","118.47","117.28","","-0.71%"
"2015-01-29","118.29","117.53","118.51","117.36","","0.63%"
"2015-01-28","117.55","117.85","118.27","117.25","","-0.27%"
"2015-01-27","117.87","118.45","118.67","117.32","","-0.50%"
"2015-01-26","118.46","117.76","118.51","117.25","","0.58%"
"2015-01-23","117.78","118.48","118.84","117.52","","-0.60%"
"2015-01-22","118.49","117.93","118.67","117.24","","0.46%"
"2015-01-21","117.95","118.79","118.86","117.16","","-0.72%"
"2015-01-20","118.81","117.55","118.89","117.53","","1.05%"
"2015-01-19","117.57","117.60","117.80","116.91","","-0.06%"
"2015-01-16","117.64","116.15","117.78","115.82","","1.27%"
"2015-01-15","116.17","117.32","117.94","116.13","","-0.99%"
"2015-01-14","117.33","117.93","117.97","116.05","","-0.51%"
"2015-01-13","117.93","118.33","118.85","117.53","","-0.35%"
"2015-01-12","118.35","118.50","119.34","118.08","","-0.15%"
"2015-01-09","118.53","119.66","119.91","118.40","","-0.94%"
"2015-01-08","119.66","119.23","119.97","119.13","","0.34%"
"2015-01-07","119.25","118.40","119.64","118.35","","0.71%"
"2015-01-06","118.41","119.61","119.64","118.04","","-1.03%"
"2015-01-05","119.64","120.46","120.64","119.38","","-0.71%"
"2015-01-02","120.50","119.78","120.75","119.71","","0.59%"
"2015-01-01","119.79","119.67","119.87","119.64","","0.08%"
"2014-12-31","119.69","119.46","119.94","119.22","","0.18%"
"2014-12-30","119.48","120.65","120.71","118.84","","-0.99%"
"2014-12-29","120.67","120.37","120.75","120.14","","0.22%"
"2014-12-26","120.41","120.08","120.47","120.08","","0.26%"
"2014-12-25","120.10","120.49","120.52","119.98","","-0.33%"
"2014-12-24","120.50","120.69","120.78","120.24","","-0.16%"
"2014-12-23","120.69","120.05","120.83","119.98","","0.52%"
"2014-12-22","120.06","119.38","120.09","119.29","","0.47%"
"2014-12-19","119.50","118.83","119.64","118.80","","0.56%"
"2014-12-18","118.83","118.62","119.31","118.23","","0.14%"
"2014-12-17","118.66","116.39","118.91","116.29","","1.93%"
"2014-12-16","116.41","117.80","118.03","115.56","","-1.21%"
"2014-12-15","117.83","119.05","119.08","117.54","","-0.82%"
"2014-12-12","118.80","118.64","119.22","118.03","","0.11%"
"2014-12-11","118.67","117.78","119.57","117.43","","0.73%"
"2014-12-10","117.81","119.69","119.92","117.71","","-1.57%"
"2014-12-09","119.69","120.69","121.00","117.93","","-0.83%"
"2014-12-08","120.69","121.44","121.86","120.18","","-0.60%"
"2014-12-05","121.42","119.75","121.69","119.67","","1.37%"
"2014-12-04","119.78","119.79","120.25","119.32","","-0.02%"
"2014-12-03","119.80","119.20","119.89","119.09","","0.49%"
"2014-12-02","119.22","118.39","119.31","118.20","","0.70%"
"2014-12-01","118.39","118.68","119.14","117.86","","-0.21%"
"2014-11-28","118.64","117.70","118.80","117.69","","0.80%"
"2014-11-27","117.70","117.72","117.91","117.22","","-0.03%"
"2014-11-26","117.73","117.98","117.99","117.41","","-0.20%"
"2014-11-25","117.97","118.25","118.58","117.67","","-0.26%"
"2014-11-24","118.28","117.75","118.50","117.55","","0.40%"
"2014-11-21","117.81","118.18","118.38","117.33","","-0.35%"
"2014-11-20","118.22","117.94","118.97","117.72","","0.20%"
"2014-11-19","117.98","116.86","118.06","116.81","","0.95%"
"2014-11-18","116.87","116.64","117.04","116.34","","0.19%"
"2014-11-17","116.65","116.36","117.05","115.44","","0.32%"
"2014-11-14","116.28","115.76","116.83","115.71","","0.46%"
"2014-11-13","115.75","115.47","115.89","115.30","","0.23%"
"2014-11-12","115.48","115.76","116.02","114.88","","-0.26%"
"2014-11-11","115.78","114.85","116.10","114.61","","0.80%"
"2014-11-10","114.86","114.47","114.92","113.84","","0.28%"
"2014-11-07","114.54","115.20","115.47","114.23","","-0.58%"
"2014-11-06","115.21","114.64","115.50","114.11","","0.50%"
"2014-11-05","114.64","113.58","114.86","113.39","","0.92%"
"2014-11-04","113.60","114.04","114.06","113.15","","-0.39%"
"2014-11-03","114.05","112.46","114.22","112.41","","1.53%"
"2014-10-31","112.33","109.21","112.50","109.15","","2.86%"
"2014-10-30","109.21","108.87","109.47","108.73","","0.29%"
"2014-10-29","108.89","108.14","108.97","107.92","","0.67%"
"2014-10-28","108.16","107.81","108.19","107.68","","0.32%"
"2014-10-27","107.81","108.12","108.38","107.58","","-0.32%"
"2014-10-24","108.16","108.26","108.33","107.77","","-0.10%"
"2014-10-23","108.27","107.13","108.36","107.08","","1.05%"
"2014-10-22","107.14","107.00","107.39","106.75","","0.13%"
"2014-10-21","107.00","106.94","107.05","106.22","","0.05%"
"2014-10-20","106.95","106.96","107.41","106.76","","0.07%"
"2014-10-17","106.88","106.30","106.94","106.11","","0.52%"
"2014-10-16","106.33","105.90","106.47","105.49","","0.39%"
"2014-10-15","105.92","107.05","107.52","105.18","","-1.06%"
"2014-10-14","107.06","106.82","107.33","106.65","","0.19%"
"2014-10-13","106.86","107.60","107.66","106.76","","-0.75%"
"2014-10-10","107.67","107.83","108.17","107.60","","-0.16%"
"2014-10-09","107.84","108.06","108.32","107.50","","-0.22%"
